Sentence,Category (Binary)
"Controversies erupted after Zubeen, despite being at loggerheads with the BJP-led government over differences on CAA, recently met chief minister Sarbananda Sonowal and later agriculture minister Atul Bora, which was heavily criticized by many from the political and apolitical organizations.",1-Septic
"Agriculture minister Bora, after coordial discussions with Zubeen, even said that he wants the famed singer-musician to be the brand ambassador to promote the state's agri sector.",0-Pure
"There will be no Question Hour during the upcoming two-day monsoon session of the West Bengal Assembly due to ""paucity of time and the Covid-19 situation"", speaker Biman Banerjee said on Friday.",0-Pure
"The BJP has termed it a ""double standard"" of the Trinamool Congress, which had earlier called the decision to not have Question Hour during the upcoming Parliament session a ""murder of democracy"".",0-Pure
"Other major opposition parties in the state, the Congress and the CPM, however, said they will comment on the decision only after they are officially informed about it.",0-Pure
"""We have decided that there will be no Question Hour during the two-day monsoon session, scheduled to begin on September 9, due to paucity of time and the Covid-19 situation. Having Question Hour will mean prolonging the session for which the MLAs will have to stay back for a longer period. 
We do not want that during this pandemic situation,"" Banerjee said.",0-Pure
"Senior Congress leader Abdul Mannan, also the leader of the opposition in the assembly, said he will comment only after he is officially informed about it.",0-Pure
"BJP Legislative Party leader Manoj Tigga said the decision reflects the ""double standard of the TMC"".",0-Pure
"""The TMC is demanding Question Hour during the upcoming Parliament session, scheduled to be held from September 14 to October 1, but it has decided not to include it in the assembly proceedings in West Bengal. This is nothing but double standard of the party,"" he said.",0-Pure
"The speaker had earlier announced that the monsoon session of the assembly will be held from September 9 in strict compliance with the ICMR's guidelines and every person entering the premises during the period, including lawmakers, journalists and House staffers, will have to undergo Covid-19 tests.",0-Pure
"The seating arrangement for the MLAs has been made in adherence to social distancing norms and no visitor will be allowed inside the House during the two-day session, he had said.",0-Pure
"The state government had last week sent a proposal to the speaker to convene the monsoon session either from the first or the second week of September, sources said.",1-Septic
"""As per the norms, there cannot be a gap of more than six months between two assembly sessions. The previous session was adjourned sine die in March. So, the next session will have to be held by September,"" a senior TMC leader said.",1-Septic
The 294-member West Bengal assembly was adjourned sine die on March 17 when the budget session was curtailed due to the Covid-19 outbreak.,0-Pure
"Former Bihar chief minister and RJD President Lalu Prasad, who is serving a jail term, has been allegedly holding durbars at the official residence of the Director of Rajendra Institute of Medical Sciences (RIMS) in Ranchi, Jharkhand, where he has been shifted.",0-Pure
One can find some RJD leaders roaming around the official residence of the RIMS Director everyday.,0-Pure
They were reportedly sending their bio-data to the RJD president through the security guards.,0-Pure
The Bihar assembly poll is likely to be announced in the second week of September.,0-Pure
The Ranchi jail administration tried to restrict the visitors but the RJD leaders were openly violating the Covid-19 protocols and jail manual.,0-Pure
"According to a security guard deployed at the RIMS Director's residence, ""RJD leaders have been told not to speak to media persons. They will be denied tickets if their photos are published in the media for meeting Lalu Yadav"".",0-Pure
The RJD leaders have adopted new tactics to beat the Covid protocols in Jharkhand.,1-Septic
"The Ranchi administration had lodged an FIR against Tej Pratap, the eldest son of Lalu Yadav, for violating the Covid-19 protocols.",0-Pure
Tej Pratap did not follow the 14-day mandatory quarantine.,0-Pure
"Two days ago, the Ranchi district administration sent RJD Legislator Mamta Devi to 14-day quarantine along with some RJD leaders who met Lalu Yadav.",0-Pure
The RJD leaders not only covered their faces but used a Jharkhand number plate vehicle to avoid the 14-day quarantine.,0-Pure
A PIL has been filed by lawyer Manoj Tandon via online mode.,0-Pure
Manoj said Lalu Prasad Yadav has been allocated the bungalow of the RIMS Director which is a violation of the jail manual and asked the court to send Yadav back to Hotwar jail.,0-Pure
"Lalu Yadav, who has been sentenced to imprisonment in different cases in the fodder scam was lodged at the Birsa Munda jail located at Hotwar.",0-Pure
"However, for treatment of various ailments, Lalu Yadav has been admitted in the paying ward of the RIMS.",0-Pure
He was shifted to the bungalow after a few security guards and nursing staff were found coronavirus positive.,0-Pure
"Congress leader Rahul Gandhi on Saturday hit out at the Centre over the issue of recruitment to government posts, alleging that the Modi dispensation's thinking is ""minimum government, maximum privatisation"".",1-Septic
"With his tweet attacking the government, Gandhi tagged a report which said there would be a freeze on creation of new posts except with the approval of the expenditure department.",1-Septic
"""Modi government's thinking -- 'Minimum Govt Maximum Privatisation',"" Gandhi said in a tweet.",0-Pure
"The Covid-19 pandemic is just an excuse and the intention is to make government offices ""free"" of permanent staff, he alleged.",1-Septic
"""(Intention is to) Rob the future of the youth and promote (his) friends,"" Gandhi said in a tweet in Hindi targeting the prime minister, and urged people to speak up.",1-Septic
"Congress leaders such as Jitin Prasada and Raj Babbar, who were signatories to a letter to party chief Sonia Gandhi for a re-haul of the organisation, have failed to find a place in the new committees formed for Uttar Pradesh.",0-Pure
"Those who denounced the letter writers in the ""Group of 23"" like Nirmal Khatri and Naseeb Pathan have interestingly found places in the panels announced by Gandhi on Sunday evening.",1-Septic
"Need full-time leadership active in field, stop micro-management, revamp key bodies: 23 Congress leaders to SoniaFormer UPPCC chief Khatri is in the Training and Cadre Development Committee, while Pathan is part of the Programme Implementation Committee.",0-Pure
Both had denounced the letter writers and demanded action against them.,0-Pure
"The Congress announced the formation of the Manifesto Committee, Outreach Committee, Membership Committee, Programme Implementation Committee, Training and Cadre Development Committee, Panchayat Raj Election Committee and Media and Communication Advisory Committee for its Uttar Pradesh unit.",0-Pure
"While Salman Khurshid, PL Punia, Aradhana Misra, Supriya Shrinate, Vivek Bansal and Amitabh Dubey are in the Manifesto Committee, those in the Outreach Committee include Pramod Tiwari, Pradip Jain, Gajraj Singh, Naseemuddin Siddiqui, Imran Masood and Bal Kumar Patel.",0-Pure
"Those in the Membership Committee are Anugrah Narayan Singh, Ajay Kapoor, BL Khabri, Mohd Muqeem, former MP Kamal Kishore ""Commando"" and former Varanasi MLA Ajay Rai.",0-Pure
"The Media and Communication Advisory Committee has Rashid Alvi, Lalitesh Pati Tripathi, Akhilesh Pratap Singh, Surendra Rajput, Omkar Singh and Virendra Madan.",0-Pure
"The UPPCC president and the CLP leader will be ex-officio members of all the committees, an official communication from the party said.",1-Septic
"Amravati University overnight altered its decision on how final graduating exams for the class of 2020 will be conducted. Following other universities, it will hold online exams in multiple choice question format, keeping aside earlier considerations that only 30% candidates have access to a smart-phone.",0-Pure
"The number of students appearing for the Telangana Engineering, Agriculture & Medical Common Entrance Test (Eamcet) in the state this year has seen a massive plunge.",1-Septic
"The question papers for Calcutta University undergraduate final year and terminal semester examinations, that will be held in digital mode, will not be sent over WhatsApp as was decided earlier.",0-Pure
The agriculture business and agriculture marketing department on Wednesday unveiled 30 more shops at the Kallikudi integrated vegetable market.,0-Pure
"Nagpur University has planned to start final year examinations with BA course from October 1, while engineering and other faculties’ papers would commence from October 5.",0-Pure
"The decision was taken in view of large number of subjects in arts faculty which would continue till October 18, the last day of exams.",0-Pure
The timetable would be posted on the university website in a couple of days.,0-Pure
"“We have decided to conduct papers where students’ strength is less. Therefore, some subjects in BA such as statistics are scheduled from October 1.
The idea is if any technical snag takes place, fewer students will be affected. We would also come to know the kind of problems we would be facing,” Board of Examinations and Evaluation (BOEE) director Prafulla Sable told TOI.",0-Pure
"Since this will be the first time both examining body and examinees are undergoing online multiple choice questions (MCQ) paper in NU for regular courses, the administration is treading cautiously.",1-Septic
"“We have kept papers of subjects where over 5,000 students would appear, in later phase from October 5, so we are in a better position to tackle problems,” the director said.",0-Pure
"On Wednesday, NU conducted the demonstration of its software for teachers who will set the question paper and also for moderators, who will check those.",0-Pure
"The software is developed by Promarc, which is already working with NU for its examination and results.",0-Pure
It was attended by vice-chancellor Subhash Chaudhari and chairmen of various Boards of Studies (BOS).,0-Pure
"On Thursday, NU has scheduled online meetings for all its BOS and moderation committee members for familiarising them with software.",1-Septic
Promarc’s representatives would give demonstrations.,0-Pure
"“The participants would be trained on how to upload their questions directly into software and give options for answers. Moreover, they will also be taught on how to upload questions on mathematics equations, accounts and other subjects. They can log in only through their verified mobile numbers and OTP,” Sable said, adding that entire data would be in encrypted form and nobody can read it.",0-Pure
"On Friday and Saturday, NU has organized meetings with the principals of colleges in Bhandara, Gondia, and Wardha, besides Nagpur city and rural areas, for training them in online MCQ exams.",0-Pure
"Promarc has been entrusted with the task of developing students’ app for exams, which will be launched by next week.",0-Pure
"In the Insurance Medical Services (IMS) fraud case, Anti Corruption Bureau (ACB) officers have written to the government seeking permission to file a petition in court seeking to attach properties of prime accused in Disproportionate Assets (DA) and misappropriation of government money cases.",1-Septic
"So far, the government has granted permission against three accused for Rs 173 crore worth properties.",0-Pure
"However, ACB is yet to get permission from the government to attach properties of former IMS director Devika Rani.",0-Pure
"In response to letters of ACB director-general pertaining to the IMS fraud accused since August first week, the government has granted permission to ACB to file an application in the ACB court for attachment of Rs 173 crore worth properties belonging to three of the accused in the IMS scam.",0-Pure
"Citing letters from ACB director-general between 2019 and 2020 to the government in relation to the assets amassed by IMS scam accused, labour employment training & factories department has issued three separate orders permitting the agency to file an application in ACB special court for attachment of Rs 162.12 crore properties belonging to Srihari Babu, proprietor of Omni Medi company, his family members, including wife Sujatha and two daughters, co-accused Krupasagar Reddy and the firms represented by them, Rs 8.55 crore worth properties belonging to Dr K Padma, joint director, IMS, her family members and suspected benamis, Rs 2.7 crore worth properties belonging to K Nagalakshmi, pharmacist, ESI Hospital, and her family members.",0-Pure
The state government’s decision to change the colour of school uniform has sparked a political debate.,1-Septic
The move is likely to put financial burden on parents of 77 lakh students as they have to buy new uniform.,1-Septic
"In a review meeting on Tuesday, education minister Govind Singh Dotasra decided that colour of school uniform will be changed soon.",0-Pure
Officials have been asked to take necessary steps in this direction.,0-Pure
The education department seems to have got its priorities wrong.,1-Septic
"At a time when government school students are worried about missing classes because of lack of infrastructure for online education, even a discussion on the colour of uniforms is untimely and inappropriate.",1-Septic
"The government must rather focus on strengthening infrastructure, enhancing the quality of education and improving the literacy rate of girls, which is the worst-ever in the country as per the recent NSO report.",1-Septic
"Vipin Sharma, vice-president, Rajasthan Primary and Secondary Teachers’ Union said that government must provide the uniforms to students.",0-Pure
"Last time, uniform was changed in 2017 during the time of Vasundhara Raje’s BJP government.",0-Pure
"It was done after 40 years in the state, but the Khaki colour of the uniform raised objections from opposition for implementing RSS pattern in education.",1-Septic
This move by Congress government is seen as reversing that effect.,1-Septic
"Devnani said, “Just to please their high command, ministers in Congress party in Rajasthan are taking political decisions amidst pandemic. When the uniform’s colour was changed only three ears back, what is the point of changing it again. During our time we had invited suggestions from teachers, students and parents for changing the colour. It was a rational decision, but this move by the state government is a political one.”",0-Pure
There are about 77 lakh students studying in government schools in the state.,0-Pure
Parents have to purchase their wards’ uniform at the time when most of the parents are already suffering from economic losses in pandemic.,1-Septic
"School education expert K B Kothari said that politicizing the education is different but if the government wants to change the uniforms, they must do to rationally and scientific approach.",1-Septic
"“A committee should be formed for deciding the uniforms looking at the climatic condition of the state. Opinions of parents and teachers must also be taken into consideration,” said Kotahri.",0-Pure
"“Sometime, we arrange for philanthropists to donate uniforms but that is given only to 40% students and other have to purchase.If government provides for uniforms then it will be helpful for the parents,” said Sharma.",0-Pure
"Last year, Congress government changed the colours of the bicycle distributed amongst students – from orange to black.",0-Pure
Cycles were distributed in orange colour by BJP government which was changed.,0-Pure
"Rajasthan has third highest rate of unemployment in the country after Haryana and Tripura in August, according to CMIE data.",0-Pure
"While Haryana topped the states with 33.5% followed by Tripura at 27.5%, Rajasthan’s rate continued to remain high at 17.5% compared to 17.7% in April when all economic activities ground to a halt.",1-Septic
"But even before the lockdown was imposed, the state’s joblessness rate remained at elevated rates indicating that all was not well in the state’s economy.",1-Septic
"But analysing the data in the past couple of months, experts in the field pointed that one of the reasons for the high joblessness is the impact of the pandemic on tourism and hospitality sector.",1-Septic
"“Rajasthan, Goa, Himachal Pradesh and Uttarakhand which have high unemployment rates are all dependent on tourism and hospitality. Unless the tourism sector recovers, large-scale job creation will not take place,” said N K Jain, president of Employers Association of Rajasthan.",0-Pure
The fact that tourism contributes 23% to the state’s GDP pretty much explains how the state is overly dependent on the sector and why it is necessary for the state diversify its economy and de-risk it.,1-Septic
"However, industry feels that economic activity in the state went into a slump couple of years ago and the revival has remained elusive since then.",1-Septic
They attribute to partly to the general slowdown in the country which was aggravated by the state’s own problems.,1-Septic
"After tourism, real estate has a big impact on job creation and the sector’s underperformance contributed to the joblessness in a major way.",1-Septic
"Digvijay Dhabriya, which employs about 600 people in his PVC and UPVC manufacturing unit, said, “If the real estate industry does not do well, it will have a huge bearing on a host of other industries. If it does well, it will not create job opportunities in the sector itself but also in the industries that depend on it. But sadly, the market has been in limbo for a long time.”",0-Pure
"Dhabriya said that after the new Congress government came to power, it got saddled with its own problems and there was much less scope to tide over the general slowdown the country was undergoing.",1-Septic
The high unemployment figures may have the imprint of Covid-19 pandemic but the crisis was prevalent since a couple of years ago.,1-Septic
"However, labour secretary Neeraj K Pawan, said that the figures indicate that the unemployment rate has not declined during the lockdown.",0-Pure
India on Tuesday inked a loan pact of $500 million with Asian Development Bank (ADB) to fund the ambitious high speed Delhi-Ghaziabad-Meerut RRTS Corridor.,0-Pure
It is the first tranche of a $1 billion loan approved by ADB for the 82-km railway network.,0-Pure
"The signatories to the loan agreement were Sameer Kumar Khare, additional secretary (Fund Bank and ADB) at the Department of Economic Affairs in the Ministry of Finance and Kenichi Yokoyama, country director of ADB’s India Resident Mission.",0-Pure
The RRTS which will reduce travel time between Delhi and Meerut to mere 50-minute is set to be operational by 2025.,1-Septic
The corridor has 24 stations including two depots at Duhai and Modipuram.,0-Pure
"The corridor will originate from Sarai Kale Khan in Delhi, and Modipuram in Meerut will be the last stop.",0-Pure
"In the first phase, the Meerut-Ghaziabad-Delhi corridor will be completed with a cost of Rs 30,274 crore by 2025.",0-Pure
"NCRTC, the implementing agency of RRTS, is a joint venture of the Centre (50%) and state governments of Haryana (12.5%), NCT Delhi (12.5%), Uttar Pradesh (12.5%) and Rajasthan (12.5%).",0-Pure
"Spokesperson of NCRTC, Sudhir Sharma, said, “The proceeds of this tranche of US $500 million (Rs 3,750 crore) loan will be used for financing civil works, tracks, station buildings, multi-modal hubs, maintenance depots, and traction and power supply of the Delhi-Ghaziabad-Meerut RRTS Corridor.”",0-Pure
The RRTS is first of the three prioritized corridors planned for implementation in the country.,0-Pure
The other two are Delhi-Gurugram-Alwar and Delhi-Panipat.,0-Pure
"South Western Railway (SWR) is resuming the services of seven pairs of trains, all of which are fully reserved.",0-Pure
Stoppages shall be restricted in view of suggestions by the state government.,0-Pure
Train No.06539 KSR Bengaluru–Mysuru Special Express will depart KSR Bengaluru at 10:30 hrs and arrive at Mysuru at 13:30 hrs daily (except Sunday) from September 12 till further advise.,0-Pure
"In the return direction, train No.06540 Mysuru–KSR Bengaluru Special Express will depart Mysuru at 14:30 hrs and arrive at KSR Bengaluru at 17:10 hrs daily (except Sunday) from September 12 till further advice.",0-Pure
"The railways has decided to reopen the reservation counter near Palika Bazaar, Canada Corner in Nashik city from September 10 to help passengers book tickets for travelling to Mumbai and back by the Panchavati ‘Special’ operating from September 12.",0-Pure
The reservation counter was closed ever since lockdown was announced on March 24.,0-Pure
The ticket counter is being reopened to facilitate the reservation process for people willing to travel by ‘Special’ Panchavati Express between Manmad and Mumbai in which only reserved ticket holders will be allowed to board.,0-Pure
There are two reservation counters in Nashik — one at Nashik Road Railway station and the other at Palika Bazar.,0-Pure
"During the initial phase of lockdown, railways had opened up counters at Nashik Road railway station for issuing refunds against cancelled tickets to passengers after train services were halted.",0-Pure
The counter at Palika Bazar was kept closed due to the lack of activity as trains were cancelled and railways wanted to operate with lesser staff during initial phase of lockdown.,0-Pure
"At the same time, the Nashik municipal corporation (NMC) had also revised its rate for renting out property, making it difficult for railways to sustain.",1-Septic
"According to railway officials, the ‘rental’ issue is being sorted out with the corporation, but at this point of time, the railways has decided to reopen the counter at Canada Corner for convenience of passengers.",1-Septic
"Though few malls in the city lifted their shutters on Tuesday, some others will take a day or two to clean and sanitise the premises before welcoming visitors.",0-Pure
Manchester City midfielder Kevin De Bruyne is open to extending his stay at the Etihad Stadium but says negotiations over a new contract have yet to take place.,0-Pure
"De Bruyne has won two Premier League titles and an FA Cup, as well as a host of individual accolades, since his arrival from VfL Wolfsburg in 2015.
",0-Pure
"""I wish similar success for our team and we are working towards it. We have that fire and hunger to excel and we know doing well at the Olympics will change our lives for the better,"" Rani added.",0-Pure
"Encouraging youngsters to pursue hockey, Rani said that the sport has made members of her team financially independent at a very young age and they are in a better position to take care of their families' needs.",1-Septic
"Indian men's hockey team captain Manpreet Singh remembers vividly the afternoon of August 7, Friday, when he and four other players were told by the authorities that they had tested positive for Covid-19.",1-Septic
The national campers had assembled at the Sports Authority of India's (SAI) Bengaluru centre for the Tokyo Olympic preparatory camp after a month-long home break.,0-Pure
"""It was quite shocking and mentally stressful.The first reaction was 'how is it possible'? How did I get it? My parents, family members and friends (in Punjab) had all tested negativThe mind was full of so many questions,"" Manpreet told TOI in an interview on Tuesday, opening up about his successful fight against the virus.",0-Pure
Senior Indian men's team striker SV Sunil on Saturday said a scientific approach coupled with a two-way communication between the players and support staff has played a key role in the former Olympic champions' resurgence in world hockey.,1-Septic
This systematic approach has definitely contributed to the team's improvement over the years.,0-Pure
"""Earlier, we would do what the coach would say without questioning or without reasoning.But this has changed drastically over the years and there is a two-way communication approach where players are equally involved in planning training sessions,"" Sunil added.",0-Pure
"The 31-year-old forward from Karnataka said senior players are now consulted by Hockey India, to ensure everything is on the right track.",0-Pure
Sunil also expressed his happiness with the way things were handled during the COVID-19-forced lockdown and the subsequent resumption of the ongoing national camp in Bengaluru.,1-Septic
"“I am very happy at the club, I can say now I have not spoken once to City, so I don’t know why people are saying I have already agreed to something,” De Bruyne said.",0-Pure
"City have been linked with a move to sign Barcelona talisman Lionel Messi, with chief operating officer Omar Berrada saying the club have the financial strength to pull off a move next year.",1-Septic
The Indian pace bowler hurt himself during the IPL clash between Sunrisers Hyderabad and Chennai Super Kings. ,0-Pure
"In the last over of his spell, Bhuvneshwar limped off the field after just one ball.",0-Pure
"According to reports, it is a grade 2 or grade 3 injury to the thigh muscle and could see him miss six to eight weeks of cricket.",0-Pure
"This puts a cloud over his participation at the start of India’s tour of Australia, which is tentatively set to begin on 27 November.",1-Septic
"Players are set to fly out directly from the IPL to Australia, where they will likely play three T20Is, three ODIs and four Tests.",0-Pure
"In the 2018 season of the IPL, he missed five matches with back issues – an injury that persisted through India’s tour of England later that year.",0-Pure
"In the 2019 ICC Men’s Cricket World Cup in England, he missed matches against Afghanistan, West Indies and England owing to hamstring troubles.",0-Pure
"Later in the year, he missed the home series against South Africa and Bangladesh with a side strain.",0-Pure
The IPL was an opportunity for Bhuvneshwar to prove his fitness ahead of the Australian tour.,1-Septic
He impressed in his first four matches for Sunrisers Hyderabad with an economy rate of 6.98.,1-Septic
"In other injury news from the IPL, 37-year-old leg-spinner Amit Mishra, who has played 22 Tests, 36 ODIs and 10 T20Is for India, will also miss the entire season for Delhi Capitals with a finger injury.",0-Pure
"Coronaviruses are a large family of viruses, including some that cause the common cold to some that cause major diseases such as the Severe Acute Respiratory Syndrome (SARS) and the Middle East Respiratory Syndrome (MERS).",0-Pure
"The coronavirus (COVID-19) outbreak came to light when on December 31, 2019, China informed the World Health Organization (WHO) of a cluster of cases of pneumonia of an unknown cause in Wuhan City in Hubei province. ",0-Pure
"On January 9, 2020, the WHO issued a statement saying Chinese researchers have made “preliminary determination” of the virus as a novel coronavirus.",1-Septic
"Since then, more than 3,000 deaths have been reported due to COVID-19 across the world.",0-Pure
"Cases have been reported from more than 80 countries, including India.",0-Pure
"The virus has acquired the ability to spread among humans, with cases of human-to-human transmissions being reported first in Vietnam and Germany.",0-Pure
"With the overall cases worldwide rising rapidly, the WHO has declared the outbreak a global health emergency.",1-Septic
India cannot be complacent while dealing with the possible spread of COVID-19,1-Septic
"On Monday and Tuesday, India reported three more coronavirus disease (COVID-19) cases — one each from Delhi, Hyderabad and Jaipur (an Italian tourist) — bringing the total number to six.",0-Pure
"While the first three cases, reported from Kerala, were in young adults who had arrived directly from China, the two new cases were Indians who had arrived from Italy and Dubai.",0-Pure
"Italy and the UAE have reported local transmission of the novel coronavirus (SARS-CoV-2), thus marking all the five as imported cases.",0-Pure
Detection of the three cases is no surprise considering that hundreds of passengers have arrived in India from China and other countries where local transmission of the virus has been going on for the last couple of weeks.,1-Septic
"On Tuesday, the Health Ministry said that six people in Agra who had come in contact with the COVID-19 index case in Delhi have been “detected with high viral load” and kept in isolation.",0-Pure
Their samples have been sent to the Pune-based National Institute of Virology for confirmation.,0-Pure
"If even one of the six is confirmed to be positive, it would indicate local transmission of SARS-CoV-2 and will automatically change the status of virus spread in the country.",1-Septic
The silver lining is that it highlights the ability of the system to trace and test people who have come in contact with the index case.,0-Pure
The median incubation period after infection is three days; the incubation period can also last more than three weeks as per one study.,0-Pure
Infected people do not show symptoms during the incubation period and hence thermal screening at airports and seaports will be unable to detect such cases.,0-Pure
Community transmission should not come as a surprise in light of the fact that the six confirmed cases had come in contact with many people before their infection status was confirmed.,1-Septic
The Health Ministry’s Integrated Disease Surveillance Programme (IDSP) network is in hot pursuit to trace people who have come in contact with the six people whose samples have been sent for confirmation. ,1-Septic
"Already, about 26,000 arriving passengers have been put under community surveillance of the IDSP network.",0-Pure
"Care should be taken to ensure that people under community surveillance do not flee, as was the case in Kerala when two adults under observation for coronavirus left the country unnoticed.",1-Septic
"While thermal screening at airports and seaports does help in detecting people with a fever so that further screening and testing can be performed to ascertain the infection status, it is essential that people who have arrived in the country seek immediate medical care and testing when symptoms show up days after landing.",1-Septic
. It is therefore heartening that universal screening of passengers arriving from 12 countries is being undertaken.,1-Septic
It is also important that people and health-care providers are made aware that molecular testing does not have very high sensitivity and hence may turn up false negatives.,1-Septic
It is hence essential that at least two negative tests are obtained before a person is certified as being uninfected.,1-Septic
The Health Ministry said on Tuesday that six cases with “high-viral load” were detected during sample testing in Agra and these people had been kept in isolation.,0-Pure
"Air India has asked passengers who travelled on February 25 with a person who tested positive for COVID-19, to follow the Union Health Ministry protocols.",0-Pure
The Ministry had asked the crew who had flown with the person to stay in isolation at their homes for 14 days.,0-Pure
"“This is for the attention of passengers who flew on AI154 Vienna-Delhi of 25th Feb’ 20,” Air India tweeted.",0-Pure
"The six people had come in contact with a 45-year-old patient from Delhi, whose case came to light on Monday, and they include his family members.",1-Septic
"According to government sources, the man, who is a resident of Mayur Vihar, had visited them in Agra.",0-Pure
"According to government sources, the man, who is a resident of Mayur Vihar, had visited them in Agra.",0-Pure
WHO declares coronavirus outbreak a global emergency,0-Pure
"The death toll in China from the new coronavirus reached 213 on Friday, with overall cases worldwide rising rapidly in an outbreak that the World Health Organization (WHO) declared a global health emergency.",0-Pure
"The death toll in Hubei, the Chinese province at the centre of the epidemic, had risen to 204 and there were 9,692 cases of infection nationally, Chinese health authorities said.",0-Pure
"About 100 cases have been reported in at least 18 other countries, with no deaths outside China.",0-Pure
"Even as the WHO said cases had spread to 18 countries, Italy announced its first confirmed cases, in two Chinese tourists.",0-Pure
"Italian Prime Minister Giuseppe Conte said the government had decided to close all air traffic between Italy and China, a more drastic measure than most countries have undertaken.",1-Septic
"Tedros Adhanom Ghebreyesus, WHO director-general, said the organization “doesn’t recommend — and actually opposes” restrictions on travel or trade with China.",0-Pure
"Nonetheless, foreign governments have been flying home their citizens from Hubei and holding them in quarantine, while airlines including Air France, American Airlines and British Airways have stopped flying to mainland China.",0-Pure
Airlines are facing mounting pressure by cabin crew to stop all flights due to unease about exposure to the virus.,1-Septic
Stocks around the world have tumbled on fears of the economic fallout from the outbreak in the world’s second-biggest economy.,1-Septic
Some 60 million people in Hubei province are living under virtual lockdown.,0-Pure
"There had been a further 1,220 cases detected in Hubei by end of January 30, taking the total for the province to close to 6,000, Hubei’s health commission said.",0-Pure
Mr. Tedros praised China’s response in a news conference in Geneva on Thursday evening but said the WHO was declaring a global health emergency because it was concerned about the virus spreading to countries that did not have the resources to deal with it.,1-Septic
"“The main reason for this declaration is not because of what is happening in China but because of what is happening in other countries. Our greatest concern is the potential for the virus to spread to countries with weaker health systems,” he said.",0-Pure
"The WHO move will trigger tighter containment and information-sharing guidelines to all countries, but may disappoint Beijing, which had expressed confidence it can beat the “devil” virus.",1-Septic
"China’s U.N. Ambassador, Zhang Jun, said Beijing was assessing the declaration.",0-Pure
"“We are still at a very critical stage in fighting the coronavirus. International solidarity is extremely important and for that purpose all countries should behave in a ... responsible manner,” Mr. Zhang said.",0-Pure
"Wuhan should have taken measures sooner to contain it, the city's Communist Party chief said on Friday.",1-Septic
"The impact of the virus on the rest of China and on the world “would have been less” if the containment measures had been implemented sooner, Ma Guoqiang said in a nationally televised interview.",1-Septic
Infection has been confirmed in a person who has not travelled to any part of China but only came in contact in Vietnam with a confirmed case who had visited Wuhan,0-Pure
"The first confirmed case of human-to-human transmission of the novel coronavirus outside China has been reported from Vietnam, according to information posted on the World Health Organization (WHO) website on January 24.",0-Pure
The novel coronavirus infection has been confirmed in a person who has not travelled to any part of China but only came in contact in Vietnam with a confirmed case who had visited Wuhan.,0-Pure
"When the WHO’s Emergency Committee met on January 22-23 to decide whether the novel virus constituted a ‘public health emergency of international concern’, only exported cases were reported from other countries, including Thailand, Japan, South Korea, Singapore, Vietnam and the United States.",0-Pure
"“At this time, there is no evidence of human-to-human transmission outside China,” he said.",0-Pure
"In China, fourth-generation cases had been reported in Wuhan and second-generation cases outside Wuhan, the statement said.",0-Pure
"According to the Situation Report-4 posted on the WHO website on January 24, there have been 830 confirmed cases in China and 25 deaths.",0-Pure
"But the National Health Commission statement on January 25 noted that more than 1,300 people had been infected globally and 41 had died.",0-Pure
"The total number of confirmed cases in China stood at 1,287.",0-Pure
"“New epidemiological information reinforces the evidence that the 2019-nCoV can be transmitted from one individual to another,” the WHO Situation Report said.",0-Pure
"On December 31, 2019, China informed the World Health Organization (WHO) of a cluster of cases of pneumonia of an unknown cause in Wuhan City in Hubei province.",0-Pure
A few patients in Wuhan had been suffering from respiratory illnesses such as pneumonia since early December.,0-Pure
"Besides providing care, Chinese public health officials began carrying out environmental assessments at the wholesale market and trying to identify the microbe causing the outbreak.",0-Pure
"On January 9, 2020, WHO issued a statement saying Chinese researchers have made “preliminary determination” of the virus as a novel coronavirus in a person with pneumonia.",0-Pure
They were able to determine the virus by sequencing the genome using an isolate taken from an infected patient.,0-Pure
WHO tweeted: “Preliminary identification of a novel virus in a short period of time is a notable achievement and demonstrates China’s increased capacity to manage new outbreaks.”,0-Pure
Public health experts are yet to identify the source of the new virus.,0-Pure
Coronaviruses are a large family of viruses with some causing less severe common cold to more severe diseases such as severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS).,0-Pure
"While the SARS coronavirus is thought to be an animal virus from an as-yet-uncertain animal reservoir, perhaps bats, that spread to other animals (civet cats) and first infected humans in the Guangdong province of southern China in 2002, the MERS coronavirus was passed on from dromedary camels to humans in Saudi Arabia in 2012.",1-Septic
"On January 11, China shared the whole genome sequence data with WHO and submitted them to the Global Initiative on Sharing All Influenza Data (GISAID) platform to allow researchers across the world to access the data.",0-Pure
"Sharing the data with GISAID will help other countries to quickly identify the virus, provide care, and also develop specific diagnostic kits, drugs and even vaccines.",0-Pure
"Since January 11, five more genome sequences have been submitted to GISAID.",0-Pure
"Using the genomic test kit, China was able to accurately identify that only 41 of the 59 suspected cases have been infected.",0-Pure
"On January 17, four more cases were reported by the Wuhan health department.",0-Pure
"According to WHO, the clinical signs and symptoms of the patients are mainly fever and fatigue, accompanied by dry cough, with a few experiencing difficulty in breathing.",0-Pure
Chest radiographs showed fluid in both lungs.,0-Pure
"As of January 17, two people had died.",0-Pure
"WHO has said 763 people, including medical staff, who have come in close contact with patients infected with the novel coronavirus, have been identified for close monitoring.",0-Pure
